id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
373,"@haryadibaturetno6821","Kalau saya suka konsepnya IKN","UgyPejNLyFpAd5c81Yp4AaABAg","",5,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyPejNLyFpAd5c81Yp4AaABAg","2024-05-05 11:03:25",0,"Kalau saya suka konsepnya IKN","http://www.youtube.com/@haryadibaturetno6821",
374,"@haryadibaturetno6821","Hati2 Makasar kalau tidak dikonsep dengan benar masalah tata kotanya dampak ling kunganya akan menja di Jakarta 2","UgymFtN6xA3GGHi0mRh4AaABAg","",5,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgymFtN6xA3GGHi0mRh4AaABAg","2024-05-05 11:00:29",0,"Hati2 Makasar kalau tidak dikonsep dengan benar masalah tata kotanya dampak ling kunganya akan menja di Jakarta 2","http://www.youtube.com/@haryadibaturetno6821",
375,"@IwanIwan-ej3ix","wow makasar smakin kreen mao ngalahkan kota dubai nie nice❤👍","UgzLeJbz5FLdCsuXwm14AaABAg","",8,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzLeJbz5FLdCsuXwm14AaABAg","2024-05-05 10:53:55",2,"wow makasar smakin kreen mao ngalahkan kota dubai nie nice❤👍","http://www.youtube.com/@IwanIwan-ej3ix",
376,"@diusepausm","jauh coy","UgzLeJbz5FLdCsuXwm14AaABAg.A33K0SdQqKAA39eqE_l-06","@IwanIwan-ej3ix",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzLeJbz5FLdCsuXwm14AaABAg.A33K0SdQqKAA39eqE_l-06","2024-05-07 22:00:04",0,"jauh coy","http://www.youtube.com/@diusepausm",
377,"@celebesewako6816","🤣🤣🤣🤣 Makasar Setara timur leste india","UgzLeJbz5FLdCsuXwm14AaABAg.A33K0SdQqKAA3JVyBlvpC0","@IwanIwan-ej3ix",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzLeJbz5FLdCsuXwm14AaABAg.A33K0SdQqKAA3JVyBlvpC0","2024-05-11 17:46:10",0,"🤣🤣🤣🤣 Makasar Setara timur leste india","http://www.youtube.com/@celebesewako6816",
378,"@chiiameilindaa6196","Jatuhnya merusak laut","UgxdbfXmpnf15FUnesB4AaABAg","",4,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxdbfXmpnf15FUnesB4AaABAg","2024-05-05 10:46:36",5,"Jatuhnya merusak laut","http://www.youtube.com/@chiiameilindaa6196",
379,"@LuisEdison81","wah ada hater nih😂😂😂 gak lihat dubai kaya apa reklamasi","UgxdbfXmpnf15FUnesB4AaABAg.A33JApmxa7JA33R2b9BHDW","@chiiameilindaa6196",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxdbfXmpnf15FUnesB4AaABAg.A33JApmxa7JA33R2b9BHDW","2024-05-05 11:55:22",0,"wah ada hater nih😂😂😂 gak lihat dubai kaya apa reklamasi","http://www.youtube.com/@LuisEdison81",
380,"@thevocalist113","Justru ikan besar byk di kanal reklamasi nya","UgxdbfXmpnf15FUnesB4AaABAg.A33JApmxa7JA34fn34HqE-","@chiiameilindaa6196",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxdbfXmpnf15FUnesB4AaABAg.A33JApmxa7JA34fn34HqE-","2024-05-05 23:32:10",0,"Justru ikan besar byk di kanal reklamasi nya","http://www.youtube.com/@thevocalist113",
381,"@binangara2363","Padahal produk yg kau pake sehari hari, yg saat proses n pasca produksinya juga merusak lingkungan.. Sok gaya lo😏 Jangan jangan lo circle LSM pemakan duit asing pemojok negara sendiri 🖕🖕","UgxdbfXmpnf15FUnesB4AaABAg.A33JApmxa7JA35MYPmrfZM","@chiiameilindaa6196",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxdbfXmpnf15FUnesB4AaABAg.A33JApmxa7JA35MYPmrfZM","2024-05-06 05:54:30",0,"Padahal produk yg kau pake sehari hari, yg saat proses n pasca produksinya juga merusak lingkungan.. Sok gaya lo😏 Jangan jangan lo circle LSM pemakan duit asing pemojok negara sendiri 🖕🖕","http://www.youtube.com/@binangara2363",
382,"@celebesewako6816","Betul sekali itu sebab nya reklamasi Jakarta ditolak demi menjaga keseimbangan alam","UgxdbfXmpnf15FUnesB4AaABAg.A33JApmxa7JA36Ucz5KAtP","@chiiameilindaa6196",3,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxdbfXmpnf15FUnesB4AaABAg.A33JApmxa7JA36Ucz5KAtP","2024-05-06 16:24:25",0,"Betul sekali itu sebab nya reklamasi Jakarta ditolak demi menjaga keseimbangan alam","http://www.youtube.com/@celebesewako6816",
383,"@erlanggaangga2105","​@@celebesewako6816sebenenrnya jakarta reklamasi di bagian tengah nya akan dibuat hutan mangrove , jdi lambat Laun akan kembali pulih , ya itu resikonya reklamasi karna menimbun pasir dengan massal.","UgxdbfXmpnf15FUnesB4AaABAg.A33JApmxa7JA3D8wbpAEad","@chiiameilindaa6196",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxdbfXmpnf15FUnesB4AaABAg.A33JApmxa7JA3D8wbpAEad","2024-05-09 06:29:33",0,"​@@celebesewako6816sebenenrnya jakarta reklamasi di bagian tengah nya akan dibuat hutan mangrove , jdi lambat Laun akan kembali pulih , ya itu resikonya reklamasi karna menimbun pasir dengan massal.","http://www.youtube.com/@erlanggaangga2105",
384,"@user-xr5bf5km5v","JAKARTA tidak tenggelam kok PEMERINTAH INDONESIA, PRESIDENT INDONESIA lihatlah kota AMESTERDAM, DUBAI, SINGAPORE, DOHA kota tersebut membuat pulau buatan tujuannya MENGHAMBAT, MEREDAM, MENGHALAU ombak laut, MENCEGAH abrasi pantai !! PERTANYAANNYA apakah PRESIDENT, PEMERINTAH INDONESIA mau bertindak, mau mencegah air dan gelombang laut di utara LAUT jakarta ???","UgwWx63hi_xQE7EIG614AaABAg","",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwWx63hi_xQE7EIG614AaABAg","2024-05-05 10:34:32",2,"JAKARTA tidak tenggelam kok PEMERINTAH INDONESIA, PRESIDENT INDONESIA lihatlah kota AMESTERDAM, DUBAI, SINGAPORE, DOHA kota tersebut membuat pulau buatan tujuannya MENGHAMBAT, MEREDAM, MENGHALAU ombak laut, MENCEGAH abrasi pantai !! PERTANYAANNYA apakah PRESIDENT, PEMERINTAH INDONESIA mau bertindak, mau mencegah air dan gelombang laut di utara LAUT jakarta ???","http://www.youtube.com/@user-xr5bf5km5v",
385,"@ahmadnuh7769","Setuju pemerintah harus buat pulau buatan di laut utara JAKARTA tujuannya mencegah gelombang laut, abrasi pantai","UgwWx63hi_xQE7EIG614AaABAg.A33HnVwomi6A33LVZTInFW","@user-xr5bf5km5v",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwWx63hi_xQE7EIG614AaABAg.A33HnVwomi6A33LVZTInFW","2024-05-05 11:06:54",0,"Setuju pemerintah harus buat pulau buatan di laut utara JAKARTA tujuannya mencegah gelombang laut, abrasi pantai","http://www.youtube.com/@ahmadnuh7769",
386,"@tiyothanksfor2060","Anies gubernur Jakarta tidak setuju pelangi-pelangi","UgwWx63hi_xQE7EIG614AaABAg.A33HnVwomi6A33viGCekIC","@user-xr5bf5km5v",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwWx63hi_xQE7EIG614AaABAg.A33HnVwomi6A33viGCekIC","2024-05-05 16:32:05",0,"Anies gubernur Jakarta tidak setuju pelangi-pelangi","http://www.youtube.com/@tiyothanksfor2060",
387,"@andipejalan3382","Pendapat saya : baik Pemda sama Pemprov kurang menggarap potensi CPI ini. Contohnya kawasan taman disekitar Masjid 99 kubah itu jg seadanya dan nggak dirawat.. Masjid finishingnya juga kalah rapi sama Masjid Raya AL Jabbar, padahal arsiteknya sama.. Tempat nongkong Lego Lego disamping masjid itu juga dibuat seadanya.. tadinya saya bayangkan kalau CPI ini digarap dengan maksimal bisa dibuat ala ala Marina Bay Singapura.. bisa disitu pasang dancing fountain yg besar dilautnya dan ada show setiap malam utk menarik wisatawan... Satu lagu buat Bpk Gubernur, bisa ajak Pak Prabowo ke Makassar lihat itu wisma negara yg mangkrak menit 5:26 kiri, siapa tau nanti bisa dapat dana buat dilanjutkan pembangunan WIsma Negara di CPI sesuai rencana awal","UgxeNIi0_YCxJeId8tN4AaABAg","",5,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxeNIi0_YCxJeId8tN4AaABAg","2024-05-05 10:34:07",4,"Pendapat saya : baik Pemda sama Pemprov kurang menggarap potensi CPI ini. Contohnya kawasan taman disekitar Masjid 99 kubah itu jg seadanya dan nggak dirawat.. Masjid finishingnya juga kalah rapi sama Masjid Raya AL Jabbar, padahal arsiteknya sama.. Tempat nongkong Lego Lego disamping masjid itu juga dibuat seadanya.. tadinya saya bayangkan kalau CPI ini digarap dengan maksimal bisa dibuat ala ala Marina Bay Singapura.. bisa disitu pasang dancing fountain yg besar dilautnya dan ada show setiap malam utk menarik wisatawan... Satu lagu buat Bpk Gubernur, bisa ajak Pak Prabowo ke Makassar lihat itu wisma negara yg mangkrak menit 5:26 kiri, siapa tau nanti bisa dapat dana buat dilanjutkan pembangunan WIsma Negara di CPI sesuai rencana awal","http://www.youtube.com/@andipejalan3382",
388,"@azrielmuhammad1134","Klw masjid al jabbar mewah ya wajar krn anggarannya 1 triliun,, sdngkan masjid 99 kubah biayanya cuman 44 milliar","UgxeNIi0_YCxJeId8tN4AaABAg.A33HkT6ocQAA34vh3A5TsA","@andipejalan3382",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxeNIi0_YCxJeId8tN4AaABAg.A33HkT6ocQAA34vh3A5TsA","2024-05-06 01:51:09",0,"Klw masjid al jabbar mewah ya wajar krn anggarannya 1 triliun,, sdngkan masjid 99 kubah biayanya cuman 44 milliar","http://www.youtube.com/@azrielmuhammad1134",
389,"@azrielmuhammad1134","Klw untuk di kawasan wisma negara dan masjid 99 kubah itu milik pemprov jembatan bentuk rumah tongkonan..","UgxeNIi0_YCxJeId8tN4AaABAg.A33HkT6ocQAA34vth__KKX","@andipejalan3382",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxeNIi0_YCxJeId8tN4AaABAg.A33HkT6ocQAA34vth__KKX","2024-05-06 01:52:53",0,"Klw untuk di kawasan wisma negara dan masjid 99 kubah itu milik pemprov jembatan bentuk rumah tongkonan..","http://www.youtube.com/@azrielmuhammad1134",
390,"@azrielmuhammad1134","Pendapat kamu jg bagus tapi spertinya klw buat gedung iconic sperti marina bay singapura itu klw mau bagus harus swasta yg bangun","UgxeNIi0_YCxJeId8tN4AaABAg.A33HkT6ocQAA34w1Ut9vVs","@andipejalan3382",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxeNIi0_YCxJeId8tN4AaABAg.A33HkT6ocQAA34w1Ut9vVs","2024-05-06 01:54:05",0,"Pendapat kamu jg bagus tapi spertinya klw buat gedung iconic sperti marina bay singapura itu klw mau bagus harus swasta yg bangun","http://www.youtube.com/@azrielmuhammad1134",
391,"@celebesewako6816","Mekasar Gak level.. reklamasi cpi bakalan ambruk runtuh dihantam ombak laut karna tanah nya sangat lunak 😱😆@@azrielmuhammad1134","UgxeNIi0_YCxJeId8tN4AaABAg.A33HkT6ocQAA36U2B4HxOQ","@andipejalan3382",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxeNIi0_YCxJeId8tN4AaABAg.A33HkT6ocQAA36U2B4HxOQ","2024-05-06 16:19:15",0,"Mekasar Gak level.. reklamasi cpi bakalan ambruk runtuh dihantam ombak laut karna tanah nya sangat lunak 😱😆@@azrielmuhammad1134","http://www.youtube.com/@celebesewako6816",
392,"@muhlis9761","ya begini ini klo pemerintah daerahnya org yg kompeten maka daerah yg di pimpin akan maju melebihi daerah lain","Ugw9RyrkoKCgIO-T-1Z4AaABAg","",14,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw9RyrkoKCgIO-T-1Z4AaABAg","2024-05-05 10:29:10",27,"ya begini ini klo pemerintah daerahnya org yg kompeten maka daerah yg di pimpin akan maju melebihi daerah lain","http://www.youtube.com/@muhlis9761",
393,"@qulilhaqqo486","Beda dgn kota Medan ya bung","Ugw9RyrkoKCgIO-T-1Z4AaABAg.A33HB9AKhVFA33MfVKNXOM","@muhlis9761",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw9RyrkoKCgIO-T-1Z4AaABAg.A33HB9AKhVFA33MfVKNXOM","2024-05-05 11:17:08",0,"Beda dgn kota Medan ya bung","http://www.youtube.com/@qulilhaqqo486",
394,"@sohibbbc1659","elo gak liat videonya, Gubernur sulsel ditangkap KPK. kompetennya darimana","Ugw9RyrkoKCgIO-T-1Z4AaABAg.A33HB9AKhVFA34VGTXI3cN","@muhlis9761",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw9RyrkoKCgIO-T-1Z4AaABAg.A33HB9AKhVFA34VGTXI3cN","2024-05-05 21:51:28",0,"elo gak liat videonya, Gubernur sulsel ditangkap KPK. kompetennya darimana","http://www.youtube.com/@sohibbbc1659",
395,"@syamsiralam9566","​@@qulilhaqqo486klo Medan tata kotanya ammuradul bang🤣😜","Ugw9RyrkoKCgIO-T-1Z4AaABAg.A33HB9AKhVFA359rLnhbyr","@muhlis9761",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw9RyrkoKCgIO-T-1Z4AaABAg.A33HB9AKhVFA359rLnhbyr","2024-05-06 04:03:38",0,"​@@qulilhaqqo486klo Medan tata kotanya ammuradul bang🤣😜","http://www.youtube.com/@syamsiralam9566",
396,"@celebesewako6816","Apa hubungannya dengan medan😂, mekasar kumuh amburadur miskin primitif minim infrastruktur serasa timur leste dan india yg sangat kumuh😅​@@qulilhaqqo486","Ugw9RyrkoKCgIO-T-1Z4AaABAg.A33HB9AKhVFA36TCB0gvhZ","@muhlis9761",3,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw9RyrkoKCgIO-T-1Z4AaABAg.A33HB9AKhVFA36TCB0gvhZ","2024-05-06 16:11:53",0,"Apa hubungannya dengan medan😂, mekasar kumuh amburadur miskin primitif minim infrastruktur serasa timur leste dan india yg sangat kumuh😅​@@qulilhaqqo486","http://www.youtube.com/@celebesewako6816",
397,"@celebesewako6816","​@@syamsiralam9566memang mekasar Bangladesh nya Indonesia timur ini sangat kumuh se Indonesia mana transportasi massal nya cuma ada becak sepeda   motor BUTUT gandeng nya🤣🤣🤮","Ugw9RyrkoKCgIO-T-1Z4AaABAg.A33HB9AKhVFA36TMXh635Z","@muhlis9761",3,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw9RyrkoKCgIO-T-1Z4AaABAg.A33HB9AKhVFA36TMXh635Z","2024-05-06 16:13:18",0,"​@@syamsiralam9566memang mekasar Bangladesh nya Indonesia timur ini sangat kumuh se Indonesia mana transportasi massal nya cuma ada becak sepeda   motor BUTUT gandeng nya🤣🤣🤮","http://www.youtube.com/@celebesewako6816",
398,"@rhandimariwachannel8463","Apa kabar stadion Barombong 😁😁","Ugw7ff4PTRMfOQT2GRh4AaABAg","",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw7ff4PTRMfOQT2GRh4AaABAg","2024-05-05 10:16:50",0,"Apa kabar stadion Barombong 😁😁","http://www.youtube.com/@rhandimariwachannel8463",
399,"@mahfulhadi9304","Bravo Makasar:jgn ada aibon diantara kita yah....!👍💪","UgyI6phCKPSR44Fs5O14AaABAg","",10,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyI6phCKPSR44Fs5O14AaABAg","2024-05-05 10:06:58",3,"Bravo Makasar:jgn ada aibon diantara kita yah....!👍💪","http://www.youtube.com/@mahfulhadi9304",
400,"@liuscahya7001","Jangan ada begal dusta di antara kita ya","UgyI6phCKPSR44Fs5O14AaABAg.A33EdZGYfdsA38P-NWgw51","@mahfulhadi9304",3,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyI6phCKPSR44Fs5O14AaABAg.A33EdZGYfdsA38P-NWgw51","2024-05-07 10:13:40",0,"Jangan ada begal dusta di antara kita ya","http://www.youtube.com/@liuscahya7001",
401,"@obrolanngawur8457","Korban gorengan politik adu domba ya 😂","UgyI6phCKPSR44Fs5O14AaABAg.A33EdZGYfdsA3CKRrjdxj9","@mahfulhadi9304",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyI6phCKPSR44Fs5O14AaABAg.A33EdZGYfdsA3CKRrjdxj9","2024-05-08 22:50:49",0,"Korban gorengan politik adu domba ya 😂","http://www.youtube.com/@obrolanngawur8457",
402,"@obrolanngawur8457","Korban gorengan politik adu domba ya 😂","UgyI6phCKPSR44Fs5O14AaABAg.A33EdZGYfdsA3CKYDc3WdQ","@mahfulhadi9304",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyI6phCKPSR44Fs5O14AaABAg.A33EdZGYfdsA3CKYDc3WdQ","2024-05-08 22:51:41",0,"Korban gorengan politik adu domba ya 😂","http://www.youtube.com/@obrolanngawur8457",
403,"@FadliKapurung","Wow bagus sekali, sekarang bangun stadion dong...","UgytknnTlcD4FXe0DCt4AaABAg","",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgytknnTlcD4FXe0DCt4AaABAg","2024-05-05 09:56:22",1,"Wow bagus sekali, sekarang bangun stadion dong...","http://www.youtube.com/@FadliKapurung",
404,"@riodeja981","0:02 Daerah sudiang di bagun stadion internasional rencana tahun oleh pemerintah pusat","UgytknnTlcD4FXe0DCt4AaABAg.A33DR-VxjtkA3FYSObZKI-","@FadliKapurung",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgytknnTlcD4FXe0DCt4AaABAg.A33DR-VxjtkA3FYSObZKI-","2024-05-10 04:50:57",0,"0:02 Daerah sudiang di bagun stadion internasional rencana tahun oleh pemerintah pusat","http://www.youtube.com/@riodeja981",
405,"@harunaalrosid261","Bang dulu saya pernah ke pulo kayangan Apakah sekarang pulo kayangan masih ada?","UgwX3a8g1grF4E-HJmB4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwX3a8g1grF4E-HJmB4AaABAg","2024-05-05 09:54:36",1,"Bang dulu saya pernah ke pulo kayangan Apakah sekarang pulo kayangan masih ada?","http://www.youtube.com/@harunaalrosid261",
406,"@indra_motovlog1879","Masih ada bang","UgwX3a8g1grF4E-HJmB4AaABAg.A33DE-qH3MKA3Mj8XGXmIP","@harunaalrosid261",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwX3a8g1grF4E-HJmB4AaABAg.A33DE-qH3MKA3Mj8XGXmIP","2024-05-12 23:47:47",0,"Masih ada bang","http://www.youtube.com/@indra_motovlog1879",
407,"@riezal8795","wow....👍reklamasi klo.dtata dan didesain jd kerennnnn","UgwQBL2DCcKb2t3LfsF4AaABAg","",21,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwQBL2DCcKb2t3LfsF4AaABAg","2024-05-05 09:51:26",0,"wow....👍reklamasi klo.dtata dan didesain jd kerennnnn","http://www.youtube.com/@riezal8795",
408,"@SidikMuhammadSidik-ml3tb","🤔🤔🤔 TIDAK BAHAYAKAH BUKANNYA DISANA BERDEKATAN DENGAN LEMPENG TEKTONIK DAN LAUTANNYA SAMUDRA?...... JIKA TERJADI TSUNAMI AKAN BANYAK KORBAN","Ugw1a2ZRcO2far0Trnp4AaABAg","",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw1a2ZRcO2far0Trnp4AaABAg","2024-05-05 09:13:34",2,"🤔🤔🤔 TIDAK BAHAYAKAH BUKANNYA DISANA BERDEKATAN DENGAN LEMPENG TEKTONIK DAN LAUTANNYA SAMUDRA?...... JIKA TERJADI TSUNAMI AKAN BANYAK KORBAN","http://www.youtube.com/@SidikMuhammadSidik-ml3tb",
409,"@Jojon-hy6bh","Daerà sulawesi selatan ngak terlalu ... bahayaan di pesisir daerah jawa  sumatra Bosku","Ugw1a2ZRcO2far0Trnp4AaABAg.A338XXTiOz_A351ZH3f-AB","@SidikMuhammadSidik-ml3tb",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw1a2ZRcO2far0Trnp4AaABAg.A338XXTiOz_A351ZH3f-AB","2024-05-06 02:51:08",0,"Daerà sulawesi selatan ngak terlalu ... bahayaan di pesisir daerah jawa  sumatra Bosku","http://www.youtube.com/@Jojon-hy6bh",
410,"@celebesewako6816","Itu dia yg harus diwaspai mengingat pesisir mekasar pantai nya selalu langganan banjir air rob naik setiap tahun,,","Ugw1a2ZRcO2far0Trnp4AaABAg.A338XXTiOz_A36VXR5FqWP","@SidikMuhammadSidik-ml3tb",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw1a2ZRcO2far0Trnp4AaABAg.A338XXTiOz_A36VXR5FqWP","2024-05-06 16:32:16",0,"Itu dia yg harus diwaspai mengingat pesisir mekasar pantai nya selalu langganan banjir air rob naik setiap tahun,,","http://www.youtube.com/@celebesewako6816",
411,"@Kapalapi_jelaslebiheunak","Reklamasi di Jakarta digangguin oknum...ktnya sih mau nyalon lagi.... Wkwkwk... Gw ketawain aj dah","UgzIWrdLrhwOws1GvSt4AaABAg","",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzIWrdLrhwOws1GvSt4AaABAg","2024-05-05 09:03:33",4,"Reklamasi di Jakarta digangguin oknum...ktnya sih mau nyalon lagi.... Wkwkwk... Gw ketawain aj dah","http://www.youtube.com/@Kapalapi_jelaslebiheunak",
412,"@aeyawiguna7811","Untung ahok mw calonin lagi,gw juga dukung sih","UgzIWrdLrhwOws1GvSt4AaABAg.A337O9wCvauA33AgFphQVW","@Kapalapi_jelaslebiheunak",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzIWrdLrhwOws1GvSt4AaABAg.A337O9wCvauA33AgFphQVW","2024-05-05 09:32:22",0,"Untung ahok mw calonin lagi,gw juga dukung sih","http://www.youtube.com/@aeyawiguna7811",
413,"@Kapalapi_jelaslebiheunak","@@aeyawiguna7811 yg gw heran, di jakarta di ricuhin didaerah baik2 aja. Bukti bahwa politisasi pembangunan dan agama adalah sebuah kejahatan yg sangat berbahaya. Rakyat jgn mau dibodohi.","UgzIWrdLrhwOws1GvSt4AaABAg.A337O9wCvauA33C3nry5hu","@Kapalapi_jelaslebiheunak",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzIWrdLrhwOws1GvSt4AaABAg.A337O9wCvauA33C3nry5hu","2024-05-05 09:44:28",0,"@@aeyawiguna7811 yg gw heran, di jakarta di ricuhin didaerah baik2 aja. Bukti bahwa politisasi pembangunan dan agama adalah sebuah kejahatan yg sangat berbahaya. Rakyat jgn mau dibodohi.","http://www.youtube.com/@Kapalapi_jelaslebiheunak",
414,"@aeyawiguna7811","@@Kapalapi_jelaslebiheunak emang sialan sih,gara2 RIZIK pembangunan Indonesia terutama jakarta jadi mandek gini kek mengalami kemunduran gara2 dia doang yg nge bangga2in agama bahkan sekelas ANIS BASWEDAN aj disetir sama RIZIK lhoooo,duhh mas ANIS mas ANIS","UgzIWrdLrhwOws1GvSt4AaABAg.A337O9wCvauA33D7LNkj7o","@Kapalapi_jelaslebiheunak",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzIWrdLrhwOws1GvSt4AaABAg.A337O9wCvauA33D7LNkj7o","2024-05-05 09:53:41",0,"@@Kapalapi_jelaslebiheunak emang sialan sih,gara2 RIZIK pembangunan Indonesia terutama jakarta jadi mandek gini kek mengalami kemunduran gara2 dia doang yg nge bangga2in agama bahkan sekelas ANIS BASWEDAN aj disetir sama RIZIK lhoooo,duhh mas ANIS mas ANIS","http://www.youtube.com/@aeyawiguna7811",
415,"@Kapalapi_jelaslebiheunak","@@aeyawiguna7811 barang siapa yg bergotong royong, bahu-membahu, dukung-mendukung, share-menshare, baik dlm kebathilan maupun kezoliman apapun itu alasannya, apapun itu bentuknya yg dibungkus dlm sebuah politisasi agama lihat saja nanti hasil dan balasannya. Naujubillah summa naujubillah","UgzIWrdLrhwOws1GvSt4AaABAg.A337O9wCvauA33IXjR0hZi","@Kapalapi_jelaslebiheunak",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzIWrdLrhwOws1GvSt4AaABAg.A337O9wCvauA33IXjR0hZi","2024-05-05 10:40:59",0,"@@aeyawiguna7811 barang siapa yg bergotong royong, bahu-membahu, dukung-mendukung, share-menshare, baik dlm kebathilan maupun kezoliman apapun itu alasannya, apapun itu bentuknya yg dibungkus dlm sebuah politisasi agama lihat saja nanti hasil dan balasannya. Naujubillah summa naujubillah","http://www.youtube.com/@Kapalapi_jelaslebiheunak",
416,"@alunnurcahyo8477","Jkt mo nya tenggelam.......giant sea world di tolak anis gub unfaedah","UgxSzGw4TE_saAbxjB14AaABAg","",10,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxSzGw4TE_saAbxjB14AaABAg","2024-05-05 08:48:09",2,"Jkt mo nya tenggelam.......giant sea world di tolak anis gub unfaedah","http://www.youtube.com/@alunnurcahyo8477",
417,"@maswira9698","Abah cuma banyak omon2.❤","UgxSzGw4TE_saAbxjB14AaABAg.A335cGDdAiQA34TteYnTtm","@alunnurcahyo8477",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxSzGw4TE_saAbxjB14AaABAg.A335cGDdAiQA34TteYnTtm","2024-05-05 21:39:28",0,"Abah cuma banyak omon2.❤","http://www.youtube.com/@maswira9698",
418,"@yuanone1915","Iya si Anis gubernur terbodoh, pinter ngomong doang, kaga becus kerja, eeeeh malah d suruh jadi Presiden, HADUH.","UgxSzGw4TE_saAbxjB14AaABAg.A335cGDdAiQA37COEYGrl_","@alunnurcahyo8477",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxSzGw4TE_saAbxjB14AaABAg.A335cGDdAiQA37COEYGrl_","2024-05-06 23:04:13",0,"Iya si Anis gubernur terbodoh, pinter ngomong doang, kaga becus kerja, eeeeh malah d suruh jadi Presiden, HADUH.","http://www.youtube.com/@yuanone1915",
419,"@puamaaiok5679","kok g ada nelayan yg demo?","UgzCHjfl9-38t0OP5_R4AaABAg","",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzCHjfl9-38t0OP5_R4AaABAg","2024-05-05 08:22:13",0,"kok g ada nelayan yg demo?","http://www.youtube.com/@puamaaiok5679",
420,"@abdullatip5834","Woww...reklamasinya Kerenn...👍👍👍","UgwCPmvbbyt9KeZdXCl4AaABAg","",11,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwCPmvbbyt9KeZdXCl4AaABAg","2024-05-05 08:19:58",0,"Woww...reklamasinya Kerenn...👍👍👍","http://www.youtube.com/@abdullatip5834",
421,"@PJ-ft6jg","woww .. mengalahkan JKT","Ugy8yw_J5uDoVdMLPzR4AaABAg","",3,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugy8yw_J5uDoVdMLPzR4AaABAg","2024-05-05 08:04:03",3,"woww .. mengalahkan JKT","http://www.youtube.com/@PJ-ft6jg",
