description,cleansing,case_folding,tokenize,filtering/stopword removal,stemming_data
Makasar 🅚🅔🅡🅔🅝 👍👍 Salam dari Karawang Jabar🇮🇩,Makasar   Salam dari Karawang Jabar,makasar   salam dari karawang jabar,"['makasar', 'salam', 'dari', 'karawang', 'jabar']","['makasar', 'salam', 'karawang', 'jabar']",makasar salam karawang jabar
Salam hormat,Salam hormat,salam hormat,"['salam', 'hormat']","['salam', 'hormat']",salam hormat
s nya dua,s nya dua,s nya dua,"['s', 'nya', 'dua']","['s', 'nya']",s nya
"Lanjutkan Bung, salam dari Bandung.",Lanjutkan Bung salam dari Bandung,lanjutkan bung salam dari bandung,"['lanjutkan', 'bung', 'salam', 'dari', 'bandung']","['lanjutkan', 'salam', 'bandung']",lanjut salam bandung
Salam hormat🙏,Salam hormat,salam hormat,"['salam', 'hormat']","['salam', 'hormat']",salam hormat
Jika korupsi di indonesia tidak ada … udah psti maju kali indonesia,Jika korupsi di indonesia tidak ada  udah psti maju kali indonesia,jika korupsi di indonesia tidak ada  udah psti maju kali indonesia,"['jika', 'korupsi', 'di', 'indonesia', 'tidak', 'ada', 'udah', 'psti', 'maju', 'kali', 'indonesia']","['korupsi', 'indonesia', 'udah', 'psti', 'maju', 'kali', 'indonesia']",korupsi indonesia udah psti maju kali indonesia
"Dulu ahok mau reklamasi jakarta … pda demo 😂😂 kalau gk , jkrta dh psti lbh maju",Dulu ahok mau reklamasi jakarta  pda demo  kalau gk  jkrta dh psti lbh maju,dulu ahok mau reklamasi jakarta  pda demo  kalau gk  jkrta dh psti lbh maju,"['dulu', 'ahok', 'mau', 'reklamasi', 'jakarta', 'pda', 'demo', 'kalau', 'gk', 'jkrta', 'dh', 'psti', 'lbh', 'maju']","['ahok', 'reklamasi', 'jakarta', 'pda', 'demo', 'gk', 'jkrta', 'dh', 'psti', 'lbh', 'maju']",ahok reklamasi jakarta pda demo gk jkrta dh psti lbh maju
"Yg menempati bkn warga pribumi, pribuminya hanya di tempatkan sbgai satpam atau tkg sapu.",Yg menempati bkn warga pribumi pribuminya hanya di tempatkan sbgai satpam atau tkg sapu,yg menempati bkn warga pribumi pribuminya hanya di tempatkan sbgai satpam atau tkg sapu,"['yg', 'menempati', 'bkn', 'warga', 'pribumi', 'pribuminya', 'hanya', 'di', 'tempatkan', 'sbgai', 'satpam', 'atau', 'tkg', 'sapu']","['yg', 'menempati', 'bkn', 'warga', 'pribumi', 'pribuminya', 'tempatkan', 'sbgai', 'satpam', 'tkg', 'sapu']",yg tempat bkn warga pribumi pribumi tempat sbgai satpam tkg sapu
Reklamasi Makasar ditata rapi oleh pemkot makassar bukan di buat bisnis oleh sekelompok pebisnis seperti di jakarta,Reklamasi Makasar ditata rapi oleh pemkot makassar bukan di buat bisnis oleh sekelompok pebisnis seperti di jakarta,reklamasi makasar ditata rapi oleh pemkot makassar bukan di buat bisnis oleh sekelompok pebisnis seperti di jakarta,"['reklamasi', 'makasar', 'ditata', 'rapi', 'oleh', 'pemkot', 'makassar', 'bukan', 'di', 'buat', 'bisnis', 'oleh', 'sekelompok', 'pebisnis', 'seperti', 'di', 'jakarta']","['reklamasi', 'makasar', 'ditata', 'rapi', 'pemkot', 'makassar', 'bisnis', 'sekelompok', 'pebisnis', 'jakarta']",reklamasi makasar tata rapi pemkot makassar bisnis kelompok bisnis jakarta
Justru yg Reklamasi CPI itu adalah swasta murni swasta dengan Pemprov hanya dapat 1/3 dari luas lahan total Reklamasi 2/3 dimiliki Ciputra sebagai pengembang properti swasta.,Justru yg Reklamasi CPI itu adalah swasta murni swasta dengan Pemprov hanya dapat  dari luas lahan total Reklamasi  dimiliki Ciputra sebagai pengembang properti swasta,justru yg reklamasi cpi itu adalah swasta murni swasta dengan pemprov hanya dapat  dari luas lahan total reklamasi  dimiliki ciputra sebagai pengembang properti swasta,"['justru', 'yg', 'reklamasi', 'cpi', 'itu', 'adalah', 'swasta', 'murni', 'swasta', 'dengan', 'pemprov', 'hanya', 'dapat', 'dari', 'luas', 'lahan', 'total', 'reklamasi', 'dimiliki', 'ciputra', 'sebagai', 'pengembang', 'properti', 'swasta']","['yg', 'reklamasi', 'cpi', 'swasta', 'murni', 'swasta', 'pemprov', 'luas', 'lahan', 'total', 'reklamasi', 'dimiliki', 'ciputra', 'pengembang', 'properti', 'swasta']",yg reklamasi cpi swasta murni swasta pemprov luas lahan total reklamasi milik ciputra kembang properti swasta
Gambar kabur dan thematiknya apa dr youtube ini,Gambar kabur dan thematiknya apa dr youtube ini,gambar kabur dan thematiknya apa dr youtube ini,"['gambar', 'kabur', 'dan', 'thematiknya', 'apa', 'dr', 'youtube', 'ini']","['gambar', 'kabur', 'thematiknya', 'dr', 'youtube']",gambar kabur thematiknya dr youtube
Mksdnya?,Mksdnya,mksdnya,['mksdnya'],['mksdnya'],mksdnya
Kota termaju di pulau sulawesi kota makasar 👍🏻🇮🇩,Kota termaju di pulau sulawesi kota makasar ,kota termaju di pulau sulawesi kota makasar ,"['kota', 'termaju', 'di', 'pulau', 'sulawesi', 'kota', 'makasar']","['kota', 'termaju', 'pulau', 'sulawesi', 'kota', 'makasar']",kota maju pulau sulawesi kota makasar
Bahkan termaju di kawasan indonesia timur,Bahkan termaju di kawasan indonesia timur,bahkan termaju di kawasan indonesia timur,"['bahkan', 'termaju', 'di', 'kawasan', 'indonesia', 'timur']","['termaju', 'kawasan', 'indonesia', 'timur']",maju kawasan indonesia timur
"Saya setuju apabila diluar pulau Jawa dimajukan pembangunannya, sudah tak terhitung sumber daya rakyat yang terbenam di pulau Jawa terkhususnya DKI , saatnya daerah2 lain memiliki kebanggaan mereka sendiri",Saya setuju apabila diluar pulau Jawa dimajukan pembangunannya sudah tak terhitung sumber daya rakyat yang terbenam di pulau Jawa terkhususnya DKI  saatnya daerah lain memiliki kebanggaan mereka sendiri,saya setuju apabila diluar pulau jawa dimajukan pembangunannya sudah tak terhitung sumber daya rakyat yang terbenam di pulau jawa terkhususnya dki  saatnya daerah lain memiliki kebanggaan mereka sendiri,"['saya', 'setuju', 'apabila', 'diluar', 'pulau', 'jawa', 'dimajukan', 'pembangunannya', 'sudah', 'tak', 'terhitung', 'sumber', 'daya', 'rakyat', 'yang', 'terbenam', 'di', 'pulau', 'jawa', 'terkhususnya', 'dki', 'saatnya', 'daerah', 'lain', 'memiliki', 'kebanggaan', 'mereka', 'sendiri']","['setuju', 'diluar', 'pulau', 'jawa', 'dimajukan', 'pembangunannya', 'terhitung', 'sumber', 'daya', 'rakyat', 'terbenam', 'pulau', 'jawa', 'terkhususnya', 'dki', 'daerah', 'memiliki', 'kebanggaan']",tuju luar pulau jawa maju bangun hitung sumber daya rakyat benam pulau jawa khusus dki daerah milik bangga
Sulawesi Barat sedang menonton,Sulawesi Barat sedang menonton,sulawesi barat sedang menonton,"['sulawesi', 'barat', 'sedang', 'menonton']","['sulawesi', 'barat', 'menonton']",sulawesi barat tonton
Mamuju sedang menonton,Mamuju sedang menonton,mamuju sedang menonton,"['mamuju', 'sedang', 'menonton']","['mamuju', 'menonton']",mamuju tonton
Semoga tidak ada sunami lagi.,Semoga tidak ada sunami lagi,semoga tidak ada sunami lagi,"['semoga', 'tidak', 'ada', 'sunami', 'lagi']","['semoga', 'sunami']",moga sunam
Reklamasi biasanya isi chindo chindo,Reklamasi biasanya isi chindo chindo,reklamasi biasanya isi chindo chindo,"['reklamasi', 'biasanya', 'isi', 'chindo', 'chindo']","['reklamasi', 'isi', 'chindo', 'chindo']",reklamasi isi chindo chindo
"Wuaoww ,semakin indah dan cantik Makasar.tp ingat pulai reklamasi di arab,dubai pasirnya semakin tergerus dan lama berpotensi akan tenggelam, maka reklamasi selajutnya tdk diteruskan",Wuaoww semakin indah dan cantik Makasartp ingat pulai reklamasi di arabdubai pasirnya semakin tergerus dan lama berpotensi akan tenggelam maka reklamasi selajutnya tdk diteruskan,wuaoww semakin indah dan cantik makasartp ingat pulai reklamasi di arabdubai pasirnya semakin tergerus dan lama berpotensi akan tenggelam maka reklamasi selajutnya tdk diteruskan,"['wuaoww', 'semakin', 'indah', 'dan', 'cantik', 'makasartp', 'ingat', 'pulai', 'reklamasi', 'di', 'arabdubai', 'pasirnya', 'semakin', 'tergerus', 'dan', 'lama', 'berpotensi', 'akan', 'tenggelam', 'maka', 'reklamasi', 'selajutnya', 'tdk', 'diteruskan']","['wuaoww', 'indah', 'cantik', 'makasartp', 'pulai', 'reklamasi', 'arabdubai', 'pasirnya', 'tergerus', 'berpotensi', 'tenggelam', 'reklamasi', 'selajutnya', 'tdk', 'diteruskan']",wuaoww indah cantik makasartp pulai reklamasi arabdubai pasir gerus potensi tenggelam reklamasi selajutnya tdk terus
"Kota tropis, bagusnya banyak pepohonan",Kota tropis bagusnya banyak pepohonan,kota tropis bagusnya banyak pepohonan,"['kota', 'tropis', 'bagusnya', 'banyak', 'pepohonan']","['kota', 'tropis', 'bagusnya', 'pepohonan']",kota tropis bagus pohon
"Reklamasi jakarta lebih alami bro, alami dengan banyaknya sampah, alami dengan banyaknya pemukiman kumuh, alami dengan masuknya air laut ke darat dan secara alami tenggelam karena pengaruh alam, itulah keunggulan jakarta di jaman bapak gub An**, semuanya dikerjakan secara alami oleh alam bro, ! , mudah mudahan program di masa depan mampu mengalahkan yang alami-alami ini bro dengan dibangunnya tanggul laut jakarta, agar terlihat lebih indah tentunya dengan gaya pembangunan yang modern dan berwawasan lingkungan, tentunya tidak dibiarkan alami-alami semua kayak jaman Mbah An**!",Reklamasi jakarta lebih alami bro alami dengan banyaknya sampah alami dengan banyaknya pemukiman kumuh alami dengan masuknya air laut ke darat dan secara alami tenggelam karena pengaruh alam itulah keunggulan jakarta di jaman bapak gub An semuanya dikerjakan secara alami oleh alam bro   mudah mudahan program di masa depan mampu mengalahkan yang alamialami ini bro dengan dibangunnya tanggul laut jakarta agar terlihat lebih indah tentunya dengan gaya pembangunan yang modern dan berwawasan lingkungan tentunya tidak dibiarkan alamialami semua kayak jaman Mbah An,reklamasi jakarta lebih alami bro alami dengan banyaknya sampah alami dengan banyaknya pemukiman kumuh alami dengan masuknya air laut ke darat dan secara alami tenggelam karena pengaruh alam itulah keunggulan jakarta di jaman bapak gub an semuanya dikerjakan secara alami oleh alam bro   mudah mudahan program di masa depan mampu mengalahkan yang alamialami ini bro dengan dibangunnya tanggul laut jakarta agar terlihat lebih indah tentunya dengan gaya pembangunan yang modern dan berwawasan lingkungan tentunya tidak dibiarkan alamialami semua kayak jaman mbah an,"['reklamasi', 'jakarta', 'lebih', 'alami', 'bro', 'alami', 'dengan', 'banyaknya', 'sampah', 'alami', 'dengan', 'banyaknya', 'pemukiman', 'kumuh', 'alami', 'dengan', 'masuknya', 'air', 'laut', 'ke', 'darat', 'dan', 'secara', 'alami', 'tenggelam', 'karena', 'pengaruh', 'alam', 'itulah', 'keunggulan', 'jakarta', 'di', 'jaman', 'bapak', 'gub', 'an', 'semuanya', 'dikerjakan', 'secara', 'alami', 'oleh', 'alam', 'bro', 'mudah', 'mudahan', 'program', 'di', 'masa', 'depan', 'mampu', 'mengalahkan', 'yang', 'alamialami', 'ini', 'bro', 'dengan', 'dibangunnya', 'tanggul', 'laut', 'jakarta', 'agar', 'terlihat', 'lebih', 'indah', 'tentunya', 'dengan', 'gaya', 'pembangunan', 'yang', 'modern', 'dan', 'berwawasan', 'lingkungan', 'tentunya', 'tidak', 'dibiarkan', 'alamialami', 'semua', 'kayak', 'jaman', 'mbah', 'an']","['reklamasi', 'jakarta', 'alami', 'bro', 'alami', 'banyaknya', 'sampah', 'alami', 'banyaknya', 'pemukiman', 'kumuh', 'alami', 'masuknya', 'air', 'laut', 'darat', 'alami', 'tenggelam', 'pengaruh', 'alam', 'keunggulan', 'jakarta', 'jaman', 'gub', 'an', 'alami', 'alam', 'bro', 'mudah', 'mudahan', 'program', 'mengalahkan', 'alamialami', 'bro', 'dibangunnya', 'tanggul', 'laut', 'jakarta', 'indah', 'gaya', 'pembangunan', 'modern', 'berwawasan', 'lingkungan', 'dibiarkan', 'alamialami', 'kayak', 'jaman', 'mbah', 'an']",reklamasi jakarta alami bro alami banyak sampah alami banyak mukim kumuh alami masuk air laut darat alami tenggelam pengaruh alam unggul jakarta jaman gub an alami alam bro mudah mudah program kalah alamialami bro bangun tanggul laut jakarta indah gaya bangun modern wawas lingkung biar alamialami kayak jaman mbah an
Makassar kren dan maju👍,Makassar kren dan maju,makassar kren dan maju,"['makassar', 'kren', 'dan', 'maju']","['makassar', 'kren', 'maju']",makassar kren maju
"😂😂😂 jakarta emang sengaja mau ditenggelamkan AB ,YG MENOLAK REKLAMASI.P.JOKOWI👍", jakarta emang sengaja mau ditenggelamkan AB YG MENOLAK REKLAMASIPJOKOWI, jakarta emang sengaja mau ditenggelamkan ab yg menolak reklamasipjokowi,"['jakarta', 'emang', 'sengaja', 'mau', 'ditenggelamkan', 'ab', 'yg', 'menolak', 'reklamasipjokowi']","['jakarta', 'emang', 'sengaja', 'ditenggelamkan', 'ab', 'yg', 'menolak', 'reklamasipjokowi']",jakarta emang sengaja tenggelam ab yg tolak reklamasipjokowi
"beruntung di makasar tidak ada onoh.. coba pasti sudah di ayak kl itu melawan sunatullah.. semua proyek memang memperbaiki, mencegah kerusakan lebih jauh lg, tidak masalah.. harus kita dukung.",beruntung di makasar tidak ada onoh coba pasti sudah di ayak kl itu melawan sunatullah semua proyek memang memperbaiki mencegah kerusakan lebih jauh lg tidak masalah harus kita dukung,beruntung di makasar tidak ada onoh coba pasti sudah di ayak kl itu melawan sunatullah semua proyek memang memperbaiki mencegah kerusakan lebih jauh lg tidak masalah harus kita dukung,"['beruntung', 'di', 'makasar', 'tidak', 'ada', 'onoh', 'coba', 'pasti', 'sudah', 'di', 'ayak', 'kl', 'itu', 'melawan', 'sunatullah', 'semua', 'proyek', 'memang', 'memperbaiki', 'mencegah', 'kerusakan', 'lebih', 'jauh', 'lg', 'tidak', 'masalah', 'harus', 'kita', 'dukung']","['beruntung', 'makasar', 'onoh', 'coba', 'ayak', 'kl', 'melawan', 'sunatullah', 'proyek', 'memperbaiki', 'mencegah', 'kerusakan', 'lg', 'dukung']",untung makasar onoh coba ayak kl lawan sunatullah proyek baik cegah rusa lg dukung
proyek besar kalau tdk di tangani sendiri pak presiden pasti mangkrak,proyek besar kalau tdk di tangani sendiri pak presiden pasti mangkrak,proyek besar kalau tdk di tangani sendiri pak presiden pasti mangkrak,"['proyek', 'besar', 'kalau', 'tdk', 'di', 'tangani', 'sendiri', 'pak', 'presiden', 'pasti', 'mangkrak']","['proyek', 'tdk', 'tangani', 'presiden', 'mangkrak']",proyek tdk tangan presiden mangkrak
Ini reklamasi cpi tujuan utamanya untuk mencegah banjir tsunami air rob naik menghantam pesisir pantai mekasar bukan utk diperjual belikan oleh oknum² rakus yang haus akan kekuasaan,Ini reklamasi cpi tujuan utamanya untuk mencegah banjir tsunami air rob naik menghantam pesisir pantai mekasar bukan utk diperjual belikan oleh oknum rakus yang haus akan kekuasaan,ini reklamasi cpi tujuan utamanya untuk mencegah banjir tsunami air rob naik menghantam pesisir pantai mekasar bukan utk diperjual belikan oleh oknum rakus yang haus akan kekuasaan,"['ini', 'reklamasi', 'cpi', 'tujuan', 'utamanya', 'untuk', 'mencegah', 'banjir', 'tsunami', 'air', 'rob', 'naik', 'menghantam', 'pesisir', 'pantai', 'mekasar', 'bukan', 'utk', 'diperjual', 'belikan', 'oleh', 'oknum', 'rakus', 'yang', 'haus', 'akan', 'kekuasaan']","['reklamasi', 'cpi', 'tujuan', 'utamanya', 'mencegah', 'banjir', 'tsunami', 'air', 'rob', 'menghantam', 'pesisir', 'pantai', 'mekasar', 'utk', 'diperjual', 'belikan', 'oknum', 'rakus', 'haus', 'kekuasaan']",reklamasi cpi tuju utama cegah banjir tsunami air rob hantam pesisir pantai mekasar utk jual belikan oknum rakus haus kuasa
"Salah woi.. knpa jadi stunami😂 CPI itu di bangun krn lokasi makassar berada di tengah2 indonesia baik ke barat maupun ke timur,, maka disanalah di cetus oleh mantan gubernur sulsel Syahrul yasin limpo untuk mebangun pulau buatan dgn nama ""CPI (CENTER POINT OF INDONESIA) yaitu titik tengah indonesia dan disana jg ada wisma preisden t4 singgahsana presiden.. Jg CPI ini adalah peradaban baru masyarakat Makassar akan kemajuan kotanya👍 Dan yg kamu katakan stunami itu ,salah krn di maakssar tdk pernah terjadi gempa,, melainkan di sulawei tengah,, sgt jauh dari kota makassar..krn makassar ada di kaki pulau sulawesi yg notabenenya bukan jalur sesar aktif...🙏",Salah woi knpa jadi stunami CPI itu di bangun krn lokasi makassar berada di tengah indonesia baik ke barat maupun ke timur maka disanalah di cetus oleh mantan gubernur sulsel Syahrul yasin limpo untuk mebangun pulau buatan dgn nama CPI CENTER POINT OF INDONESIA yaitu titik tengah indonesia dan disana jg ada wisma preisden t singgahsana presiden Jg CPI ini adalah peradaban baru masyarakat Makassar akan kemajuan kotanya Dan yg kamu katakan stunami itu salah krn di maakssar tdk pernah terjadi gempa melainkan di sulawei tengah sgt jauh dari kota makassarkrn makassar ada di kaki pulau sulawesi yg notabenenya bukan jalur sesar aktif,salah woi knpa jadi stunami cpi itu di bangun krn lokasi makassar berada di tengah indonesia baik ke barat maupun ke timur maka disanalah di cetus oleh mantan gubernur sulsel syahrul yasin limpo untuk mebangun pulau buatan dgn nama cpi center point of indonesia yaitu titik tengah indonesia dan disana jg ada wisma preisden t singgahsana presiden jg cpi ini adalah peradaban baru masyarakat makassar akan kemajuan kotanya dan yg kamu katakan stunami itu salah krn di maakssar tdk pernah terjadi gempa melainkan di sulawei tengah sgt jauh dari kota makassarkrn makassar ada di kaki pulau sulawesi yg notabenenya bukan jalur sesar aktif,"['salah', 'woi', 'knpa', 'jadi', 'stunami', 'cpi', 'itu', 'di', 'bangun', 'krn', 'lokasi', 'makassar', 'berada', 'di', 'tengah', 'indonesia', 'baik', 'ke', 'barat', 'maupun', 'ke', 'timur', 'maka', 'disanalah', 'di', 'cetus', 'oleh', 'mantan', 'gubernur', 'sulsel', 'syahrul', 'yasin', 'limpo', 'untuk', 'mebangun', 'pulau', 'buatan', 'dgn', 'nama', 'cpi', 'center', 'point', 'of', 'indonesia', 'yaitu', 'titik', 'tengah', 'indonesia', 'dan', 'disana', 'jg', 'ada', 'wisma', 'preisden', 't', 'singgahsana', 'presiden', 'jg', 'cpi', 'ini', 'adalah', 'peradaban', 'baru', 'masyarakat', 'makassar', 'akan', 'kemajuan', 'kotanya', 'dan', 'yg', 'kamu', 'katakan', 'stunami', 'itu', 'salah', 'krn', 'di', 'maakssar', 'tdk', 'pernah', 'terjadi', 'gempa', 'melainkan', 'di', 'sulawei', 'tengah', 'sgt', 'jauh', 'dari', 'kota', 'makassarkrn', 'makassar', 'ada', 'di', 'kaki', 'pulau', 'sulawesi', 'yg', 'notabenenya', 'bukan', 'jalur', 'sesar', 'aktif']","['salah', 'woi', 'knpa', 'stunami', 'cpi', 'bangun', 'krn', 'lokasi', 'makassar', 'indonesia', 'barat', 'timur', 'disanalah', 'cetus', 'mantan', 'gubernur', 'sulsel', 'syahrul', 'yasin', 'limpo', 'mebangun', 'pulau', 'buatan', 'dgn', 'nama', 'cpi', 'center', 'point', 'of', 'indonesia', 'titik', 'indonesia', 'disana', 'jg', 'wisma', 'preisden', 't', 'singgahsana', 'presiden', 'jg', 'cpi', 'peradaban', 'masyarakat', 'makassar', 'kemajuan', 'kotanya', 'yg', 'stunami', 'salah', 'krn', 'maakssar', 'tdk', 'gempa', 'sulawei', 'sgt', 'kota', 'makassarkrn', 'makassar', 'kaki', 'pulau', 'sulawesi', 'yg', 'notabenenya', 'jalur', 'sesar', 'aktif']",salah woi knpa stunami cpi bangun krn lokasi makassar indonesia barat timur sana cetus mantan gubernur sulsel syahrul yasin limpo mebangun pulau buat dgn nama cpi center point of indonesia titik indonesia sana jg wisma preisden t singgahsana presiden jg cpi adab masyarakat makassar maju kota yg stunami salah krn maakssar tdk gempa sulawei sgt kota makassarkrn makassar kaki pulau sulawesi yg notabene jalur sesar aktif
"@@Medanhoras657 sundala ko.. syahrul yasin lumpur lapindo trjerat kasus korupsi kasus² nya sangat menjijikan sekali kyk bekicot.... Mekasar Bangladesh nya Indonesia timur nomor 7 10 20 rawan tsunami,, tiap tahun nya kena banjir rob... lama² kan mekasar bisa tenggelam.. itu sebabnya dibuat cpi sebagai sebagai bantalan jaga² kalo pasang surut tiba² naik menghantam pesisir",Medanhoras sundala ko syahrul yasin lumpur lapindo trjerat kasus korupsi kasus nya sangat menjijikan sekali kyk bekicot Mekasar Bangladesh nya Indonesia timur nomor    rawan tsunami tiap tahun nya kena banjir rob lama kan mekasar bisa tenggelam itu sebabnya dibuat cpi sebagai sebagai bantalan jaga kalo pasang surut tiba naik menghantam pesisir,medanhoras sundala ko syahrul yasin lumpur lapindo trjerat kasus korupsi kasus nya sangat menjijikan sekali kyk bekicot mekasar bangladesh nya indonesia timur nomor    rawan tsunami tiap tahun nya kena banjir rob lama kan mekasar bisa tenggelam itu sebabnya dibuat cpi sebagai sebagai bantalan jaga kalo pasang surut tiba naik menghantam pesisir,"['medanhoras', 'sundala', 'ko', 'syahrul', 'yasin', 'lumpur', 'lapindo', 'trjerat', 'kasus', 'korupsi', 'kasus', 'nya', 'sangat', 'menjijikan', 'sekali', 'kyk', 'bekicot', 'mekasar', 'bangladesh', 'nya', 'indonesia', 'timur', 'nomor', 'rawan', 'tsunami', 'tiap', 'tahun', 'nya', 'kena', 'banjir', 'rob', 'lama', 'kan', 'mekasar', 'bisa', 'tenggelam', 'itu', 'sebabnya', 'dibuat', 'cpi', 'sebagai', 'sebagai', 'bantalan', 'jaga', 'kalo', 'pasang', 'surut', 'tiba', 'naik', 'menghantam', 'pesisir']","['medanhoras', 'sundala', 'ko', 'syahrul', 'yasin', 'lumpur', 'lapindo', 'trjerat', 'korupsi', 'nya', 'menjijikan', 'kyk', 'bekicot', 'mekasar', 'bangladesh', 'nya', 'indonesia', 'timur', 'nomor', 'rawan', 'tsunami', 'nya', 'kena', 'banjir', 'rob', 'mekasar', 'tenggelam', 'cpi', 'bantalan', 'jaga', 'kalo', 'pasang', 'surut', 'menghantam', 'pesisir']",medanhoras sundala ko syahrul yasin lumpur lapindo trjerat korupsi nya jijik kyk bekicot mekasar bangladesh nya indonesia timur nomor rawan tsunami nya kena banjir rob mekasar tenggelam cpi bantal jaga kalo pasang surut hantam pesisir
"Orang paling iri dengan kemajuan Makassar, karena medan makin rertinggal cuman unggul di kuantias masyarakatnya",Orang paling iri dengan kemajuan Makassar karena medan makin rertinggal cuman unggul di kuantias masyarakatnya,orang paling iri dengan kemajuan makassar karena medan makin rertinggal cuman unggul di kuantias masyarakatnya,"['orang', 'paling', 'iri', 'dengan', 'kemajuan', 'makassar', 'karena', 'medan', 'makin', 'rertinggal', 'cuman', 'unggul', 'di', 'kuantias', 'masyarakatnya']","['orang', 'iri', 'kemajuan', 'makassar', 'medan', 'rertinggal', 'cuman', 'unggul', 'kuantias', 'masyarakatnya']",orang iri maju makassar medan rertinggal cuman unggul kuantias masyarakat
"@@celebesewako6816 kau Ini slrtinya SDM nya rendah kek orang prindapan yg ada di medan kaum bangladesh,,",celebesewako kau Ini slrtinya SDM nya rendah kek orang prindapan yg ada di medan kaum bangladesh,celebesewako kau ini slrtinya sdm nya rendah kek orang prindapan yg ada di medan kaum bangladesh,"['celebesewako', 'kau', 'ini', 'slrtinya', 'sdm', 'nya', 'rendah', 'kek', 'orang', 'prindapan', 'yg', 'ada', 'di', 'medan', 'kaum', 'bangladesh']","['celebesewako', 'kau', 'slrtinya', 'sdm', 'nya', 'rendah', 'kek', 'orang', 'prindapan', 'yg', 'medan', 'kaum', 'bangladesh']",celebesewako kau slrtinya sdm nya rendah kek orang prindapan yg medan kaum bangladesh
Bengkulu hadir,Bengkulu hadir,bengkulu hadir,"['bengkulu', 'hadir']","['bengkulu', 'hadir']",bengkulu hadir
"Mudah""an btul twin tower akn segera di bngun di cpi",Mudahan btul twin tower akn segera di bngun di cpi,mudahan btul twin tower akn segera di bngun di cpi,"['mudahan', 'btul', 'twin', 'tower', 'akn', 'segera', 'di', 'bngun', 'di', 'cpi']","['mudahan', 'btul', 'twin', 'tower', 'akn', 'bngun', 'cpi']",mudah btul twin tower akn bngun cpi
Kita ga tau jg tekniknya apa sehingga semulus itu proyeknya😅,Kita ga tau jg tekniknya apa sehingga semulus itu proyeknya,kita ga tau jg tekniknya apa sehingga semulus itu proyeknya,"['kita', 'ga', 'tau', 'jg', 'tekniknya', 'apa', 'sehingga', 'semulus', 'itu', 'proyeknya']","['ga', 'tau', 'jg', 'tekniknya', 'semulus', 'proyeknya']",ga tau jg teknik mulus proyek
"Makasar keren ,salam dari kediri jatim",Makasar keren salam dari kediri jatim,makasar keren salam dari kediri jatim,"['makasar', 'keren', 'salam', 'dari', 'kediri', 'jatim']","['makasar', 'keren', 'salam', 'kediri', 'jatim']",makasar keren salam diri jatim
Makasar akan jadi kota yg maju..,Makasar akan jadi kota yg maju,makasar akan jadi kota yg maju,"['makasar', 'akan', 'jadi', 'kota', 'yg', 'maju']","['makasar', 'kota', 'yg', 'maju']",makasar kota yg maju
"Wah, nge vlog nya pulang kampung nih, daeng abdul fatah arifin",Wah nge vlog nya pulang kampung nih daeng abdul fatah arifin,wah nge vlog nya pulang kampung nih daeng abdul fatah arifin,"['wah', 'nge', 'vlog', 'nya', 'pulang', 'kampung', 'nih', 'daeng', 'abdul', 'fatah', 'arifin']","['nge', 'vlog', 'nya', 'pulang', 'kampung', 'nih', 'daeng', 'abdul', 'fatah', 'arifin']",nge vlog nya pulang kampung nih daeng abdul fatah arifin
​@@AFA99CHANNEL orang sulsel ya daeng..?,AFACHANNEL orang sulsel ya daeng,afachannel orang sulsel ya daeng,"['afachannel', 'orang', 'sulsel', 'ya', 'daeng']","['afachannel', 'orang', 'sulsel', 'ya', 'daeng']",afachannel orang sulsel ya daeng
Update jis lagi bang,Update jis lagi bang,update jis lagi bang,"['update', 'jis', 'lagi', 'bang']","['update', 'jis', 'bang']",update jis bang
Otw,Otw,otw,['otw'],['otw'],otw
@@AFA99CHANNEL 👍,AFACHANNEL ,afachannel ,['afachannel'],['afachannel'],afachannel
Wawwww ... Makasar mantappp👍👍👍,Wawwww  Makasar mantappp,wawwww  makasar mantappp,"['wawwww', 'makasar', 'mantappp']","['wawwww', 'makasar', 'mantappp']",wawwww makasar mantappp
"Itu karena tidak ada kebencian, fanatisme, sentimen SARA yg dikedepankan, Fokus dengan kemajuan bersama.. jadi bahan perenungan bagi kaum yg merasa paling suci di semesta ini",Itu karena tidak ada kebencian fanatisme sentimen SARA yg dikedepankan Fokus dengan kemajuan bersama jadi bahan perenungan bagi kaum yg merasa paling suci di semesta ini,itu karena tidak ada kebencian fanatisme sentimen sara yg dikedepankan fokus dengan kemajuan bersama jadi bahan perenungan bagi kaum yg merasa paling suci di semesta ini,"['itu', 'karena', 'tidak', 'ada', 'kebencian', 'fanatisme', 'sentimen', 'sara', 'yg', 'dikedepankan', 'fokus', 'dengan', 'kemajuan', 'bersama', 'jadi', 'bahan', 'perenungan', 'bagi', 'kaum', 'yg', 'merasa', 'paling', 'suci', 'di', 'semesta', 'ini']","['kebencian', 'fanatisme', 'sentimen', 'sara', 'yg', 'dikedepankan', 'fokus', 'kemajuan', 'bahan', 'perenungan', 'kaum', 'yg', 'suci', 'semesta']",benci fanatisme sentimen sara yg depan fokus maju bahan renung kaum yg suci semesta
